feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.625667348,-0.857157556,-1.070892498,0.482472415,-0.223462785,0.714000494,0.473237625,-0.072828913,-0.846793718,-1.514847225,1
-0.446514952,0.856398794,0.214093744,-1.245738779,0.173180926,0.38531738,-0.883857436,0.153725106,0.058208718,-1.142970298,1
0.35778736,0.560784526,1.083051243,1.053802052,-1.377669368,-0.93782504,0.515035267,0.513785951,0.515047686,3.852731491,0
0.570890511,1.13556564,0.954001763,0.651391251,-0.315269245,0.75896922,-0.772825215,-0.236818607,-0.485363548,0.081874139,0
2.314658567,-1.867265193,0.68626019,-1.612715871,-0.471931866,1.088950597,0.064280019,-1.077744778,-0.715303709,0.679597749,1
-0.730366632,0.21645859,0.04557184,-0.651600348,2.143944089,0.633919022,-2.025142587,0.186454315,-0.661786465,0.852433335,1
-0.792520738,-0.114736441,0.504987279,0.865755194,-1.200296407,-0.334501236,-0.474945311,-0.653329233,1.76545424,0.404981711,0
-1.260883954,0.917861947,2.122156197,1.032465261,-1.519369966,-0.484234073,1.266911149,-0.707669466,0.443819428,0.774634053,0
-0.926930472,-0.059525356,-3.24126734,-1.024387641,-0.252568151,-1.247783182,1.632411304,-1.430141378,-0.440044487,0.130740577,1
1.441273289,-1.435862151,1.163163752,0.010233061,-0.981508651,0.462103474,0.199059696,-0.600216877,0.069802085,-0.385313597,0
0.113517345,0.662130675,1.586016816,-1.237815499,2.133033375,-1.9520878,-0.151785095,0.588317206,0.280991868,-0.62269952,0
-0.20812225,-0.493000935,-0.589364757,0.849602097,0.357015486,-0.692909595,0.899599875,0.307299521,0.812862119,0.629628842,0
-0.828995011,-0.56018104,0.747293605,0.610370265,-0.020901594,0.117327383,1.277664896,-0.591571389,0.547097381,-0.202192652,0
-0.217681203,1.098776852,0.825416349,0.813509636,1.305478807,0.021003842,0.681952971,-0.310266757,0.324166352,-0.130143054,1
0.096995965,0.595157025,-0.818220683,2.092387276,-1.006017381,-1.214188613,1.158110874,0.791662694,0.624119817,0.628345509,0
-0.012246773,-0.897254371,0.075804558,-0.677161712,0.975119733,-0.147057382,-0.825497197,-0.321385842,0.412931454,-0.563724553,0
-0.822220396,0.243687211,0.244966571,-0.506943175,-0.471038306,0.232049937,-1.448084341,-1.407463774,-0.718444221,-0.213447152,1
0.310907566,1.475356217,0.857659623,-0.15993853,-0.019016208,-1.002529365,-0.018513136,-0.288658639,0.32271856,-0.827230944,1
0.519346514,1.532738913,-0.108760148,0.401711722,0.690143992,-0.401220472,0.224092482,0.012592401,0.097676099,-0.773009784,1
0.024510174,0.497998291,1.451143608,0.959270826,2.153182458,-0.767347563,0.872320637,0.183342006,2.189802933,-0.808298285,0
-0.839721842,-0.599392645,-2.123895724,-0.525755022,-0.759132662,0.150393786,0.341755976,1.876170839,0.950423838,-0.576903656,1
-0.898414671,0.491919172,-1.320233207,1.831458766,1.179440121,-0.469175652,-1.713134529,1.353872374,-0.114539845,1.237816312,0
-1.594427659,-0.599375023,0.0052437,0.046980594,-0.450065471,0.622849932,-1.067620429,-0.142379485,0.120295632,0.514438834,1
0.711614878,-1.124642092,-1.534114171,1.277676822,0.332314012,-0.748486537,1.551151976,0.115674634,1.179297184,0.067518481,0
2.060747925,1.755340842,-0.248964148,0.971570951,0.64537595,1.368631558,-0.964923461,0.68605146,1.058424487,-1.758739486,1
-1.183258513,-2.039232178,-0.269406834,0.717542256,1.502357052,0.07409478,1.628615546,-1.380101458,-1.703382439,-0.055547699,1
0.384065449,-0.032694748,-2.0674421,-0.08912004,-1.304469501,0.669672549,0.366598246,-0.939879786,-0.513866917,-1.059213522,0
-0.062679097,0.955142321,-0.985726046,0.504046516,-0.530257618,-0.792872832,-0.10703036,-1.035242322,-0.553649305,-1.197877893,1
1.964725133,0.035263552,-0.699725508,0.213979911,-0.11232805,-0.2209696,0.6141667,0.75750771,-0.530501148,-0.575818241,1
-0.275051697,-2.301921165,-1.515191062,1.366874267,1.644967714,-0.24903604,0.576556963,0.311250155,3.078880808,1.119574911,1
-0.127917591,-0.955540441,-1.60644632,0.203463636,-0.756350745,-1.42225371,-0.646572884,-1.081548004,1.687141635,0.881639757,1
-0.007972641,1.479944139,0.077368308,-0.861284201,1.523124077,0.538910044,-1.037246154,-0.190338678,-0.875618253,-1.382799731,1
0.926177548,1.90941664,-1.398567574,0.562969237,-0.650642569,-0.487125384,-0.592393924,-0.86399077,0.048521628,-0.830950116,0
0.270456826,-0.050238109,-0.238948047,-0.907563662,-0.576771331,0.755391226,0.500917188,-0.977555245,0.099332305,0.751387123,0
-1.669405281,0.543360192,-0.662623759,0.570598669,-0.763259157,-1.804882101,-1.627542438,0.048084947,0.259722502,-0.904316625,1
0.638592459,-1.661520062,-0.066079799,-1.2110162,-0.651836108,0.047398671,-0.860413365,-0.384555544,1.006292809,-0.57689187,1
0.835692112,-1.129706855,0.529804178,1.441568621,-2.4716445,-0.796895255,0.577072127,-0.203045386,0.371145873,-0.603985187,0
0.086589787,-0.155677235,1.167782062,0.254420843,0.337602662,-0.411876966,-0.487606224,-0.432558188,0.394452142,-0.420984481,0
0.289774857,2.075400799,0.871124703,-0.326023532,1.201213922,-0.408075373,-2.038124535,-1.008086311,-1.870791921,-0.351513484,1
0.018418379,1.676437312,0.326927374,-0.219100529,0.829405581,-2.211135309,0.235614558,0.770865194,-1.478586246,1.143754043,0
0.338496407,-0.415287914,0.632781866,2.270692858,0.181866255,0.248220586,-0.4593609,-0.849844369,0.830335817,-0.856083826,1
0.071566237,-0.477657447,0.478979826,0.333662105,1.037539944,-0.510016399,-0.269874935,-0.978763716,-0.44429326,0.377300493,1
0.756988617,-0.922165324,0.86960592,1.355637859,0.413434903,1.876795813,-0.773789199,-1.244654703,-1.778720249,1.496044311,1
0.654365656,-0.055584671,0.279968626,-1.125489047,2.44575198,0.129221182,0.109394795,0.725766624,0.481009232,0.223884024,1
-0.790474455,0.471468357,1.882024496,1.345420046,1.593186627,-0.511215676,-0.98960482,-0.12578692,0.055724912,1.094191518,0
-1.69246463,1.529550319,-0.158007899,-0.42688107,-1.012104375,-1.654856672,0.823170584,0.073317967,-1.2899609,-1.295078772,0
-0.335784699,1.669021525,-0.259591351,-1.503142953,-0.245743064,-0.27272357,-2.696886643,-0.054294867,-0.23093453,0.696206365,0
1.848956095,1.12656503,-0.268888691,-1.106525909,2.573359803,0.059218434,0.013929292,-0.024125087,0.198084761,-0.144360412,1
-0.573662007,-0.546858941,-0.03275327,-0.543424771,-0.712845783,0.106430228,-0.254977217,1.503992989,-2.650969808,1.091506852,0
1.246085192,-2.073390232,-0.342687594,-0.371440866,-1.407511695,-0.777816688,-1.110575845,1.752270443,0.935678393,1.271555095,1
0.721672064,-1.129051771,-0.524520266,0.489374561,-1.222127809,0.71299843,-0.240325398,-0.374820808,0.710959968,0.444263311,1
-0.360966166,1.159329803,-1.081063328,0.615935607,0.593101258,-0.309546439,0.326133022,-1.251113576,0.924027019,-0.184902136,0
-0.522723021,1.049009226,-0.704343691,-1.408461296,-1.556629174,0.606009951,-1.280429352,1.754794182,-2.081929408,1.696456368,1
0.211017467,-0.096713112,-0.544919087,0.399136114,-0.037634702,1.103301882,0.114227649,0.150301761,-0.363612212,-0.056945624,1
0.307801769,-1.710168393,-1.348185422,0.743264094,0.170865438,-0.183983336,0.018433933,0.347581705,-0.53975968,-0.778304725,1
0.195845255,-0.978372778,0.408252756,-1.702583604,1.029155637,0.472597482,0.256029734,0.982690984,1.665474444,1.014370065,0
-1.840874231,-1.279576967,-0.624818578,0.02609105,0.51765902,-0.725743813,0.186766764,-0.755382932,-0.611517803,-1.406661097,1
-0.923233246,-1.351684606,-0.975873253,1.053641797,-0.949398889,2.632382065,0.493317901,0.184836124,-0.85835778,0.700309879,0
-0.575637826,0.122009815,2.560084538,-0.0960599,1.149273326,-0.703176425,-0.03498849,1.770800636,-0.626967058,1.812448558,1
0.707751935,-0.562466776,0.632407739,0.97255445,0.621809962,-1.57022472,-0.727137176,-0.247518636,-0.074433429,0.620672098,0
0.177701001,-1.335344359,0.380197851,0.610585745,0.559790448,1.080780726,0.833922155,0.459180079,-0.070165711,-1.660960934,1
0.429618219,0.207687687,0.271578837,-1.276748576,-1.08105654,1.053152853,-0.039555154,0.681500697,0.028318376,0.029756139,0
0.938283806,-0.516044728,0.096120777,-0.462275289,-0.434496227,-0.309172123,0.222133772,-0.478748622,1.255756126,-0.894607302,0
-0.186871644,-0.439731058,1.446977884,0.196554777,1.031844539,-1.485560373,0.267050266,0.889630796,0.082283989,1.065480375,1
-0.51728845,1.40934744,2.298898124,-0.36283856,-0.445502521,1.453384477,1.579572146,-0.522860027,-0.420186817,-0.281784609,1
-1.344450511,-0.918651946,-1.004140767,-0.767797565,-0.034684887,0.234214733,1.550500493,-0.998354041,0.984322398,-0.213988844,1
-0.04946371,0.674819492,-1.122722022,0.382409746,0.166452208,0.492451264,0.289168644,2.45530014,-0.637739984,-0.530996955,1
-0.623140526,-0.555477119,-0.637387127,1.189016531,1.420504248,-0.570746294,-0.832355573,0.471415556,-0.552223044,0.632931818,0
0.202923021,-1.515744115,1.547505201,1.795877673,-0.61278869,-0.38770156,0.285865391,0.33445679,0.658544273,2.010204539,1
-0.176947227,-0.798297245,-1.379319228,-0.73093004,-0.033126973,1.794557864,-0.517611299,0.223787952,-0.016422896,1.188393273,0
2.526932426,-0.530868773,-0.489439443,1.044160877,0.68189149,1.846707326,0.583928185,-0.359292091,0.590654831,1.108703581,1
0.820482181,0.507274031,1.06667469,1.16929559,1.382158991,0.648709888,-0.16711808,0.146713686,1.206508967,-0.816935671,0
0.368673309,-0.393338812,0.028744823,1.278451863,0.191099068,0.046436548,-1.359856141,0.746253566,0.645484181,2.163254723,0
-0.307778235,0.219150328,0.249383684,1.57745328,-0.095295532,0.279021526,0.60789651,0.186609123,-0.446433615,0.194089993,0
1.07363175,-1.026515299,0.132969674,-0.700120815,1.195046629,-1.523186905,-0.558921847,0.377211875,1.565524029,-0.065750261,1
-0.555199527,1.881157069,-1.4480139,-2.198805957,0.44001445,-0.502054224,-1.021232817,0.708356447,0.243800714,-0.564078631,1
-1.280304399,0.872457328,0.650201178,-0.099175864,1.846636996,-1.070084766,-1.525525171,-0.69190807,-0.045586016,0.243339449,0
-0.241236058,0.352055397,-1.251539424,1.443764604,-0.082151178,1.117295832,0.342725346,0.456753219,0.56976728,0.44770856,0
0.64272276,1.32915253,0.19652117,0.709003758,-0.089735694,1.440117215,-0.676392302,1.800940433,-0.040157951,-1.430775102,0
0.128104415,-0.681051657,0.840643549,-0.652623979,-0.446183433,-1.889540731,-0.452306319,-2.423879327,-1.583902823,0.760414656,0
0.785800159,0.425457562,-0.966976143,-0.047711356,-0.003602539,-1.158364689,1.503398302,0.877362291,-0.220964174,0.026885839,0
0.208382808,-2.041734868,-0.247177383,-0.681984248,-1.00162001,-0.281100293,1.797686527,0.640842861,-0.57117899,0.572582781,1
1.399355437,0.924633683,0.05963037,-0.646936778,0.698223314,0.393485385,0.89519322,0.635171802,1.049552715,-0.535235212,0
1.317394066,0.197599605,2.075260873,-0.689187818,1.735963803,0.197910783,-0.651418004,-0.483885834,-0.320347308,0.424165946,1
0.522835488,-0.573700004,-0.024354592,2.142270359,1.72754317,0.43632367,0.038003478,0.120031327,0.613517973,-1.022792565,1
-0.257376537,-1.668584074,0.399223123,0.64719594,-0.483186462,1.573986763,-1.225765663,-1.46437488,0.224451819,1.047098303,1
1.683927691,-0.458884263,1.078680833,-0.03850847,-0.1726273,0.883659937,0.652322878,-1.576392157,1.47654035,1.380091354,0
-0.625562702,0.395803533,0.494030186,0.260673766,-0.550305154,-0.671623368,-0.025554071,1.172729019,0.543600155,-0.370614332,0
0.771698711,-2.848542621,1.1487657,-1.739713779,-0.362440941,-1.119669895,-1.294681476,1.160826787,-0.467701201,0.346503882,0
-0.046920579,0.477040827,0.076821891,-1.282992224,0.996266819,-0.493756583,-1.556581899,-0.428115161,1.500759791,0.850221742,0
-0.348652134,-0.349257704,-0.321635051,2.076747984,0.381935452,0.430041647,1.030283454,0.238789159,-0.259042146,-0.196349849,1
-0.071601259,-0.037222237,0.727629544,0.051945886,0.732640077,-0.08071658,0.07863519,-1.998200685,0.916327675,0.346488476,1
0.99801011,-2.896255378,2.088374705,-0.139589628,1.108182817,-1.039905927,0.612773905,-1.053415563,-0.623768961,1.914031354,1
-0.190682401,0.217432873,0.870067731,0.495681888,0.150418905,0.364961002,2.403415585,-0.057618797,0.201099047,1.050654396,0
1.105525933,1.187030306,0.638730222,-1.143004913,1.633431532,-1.146345393,0.302635465,-0.75427585,-0.064138347,0.32876241,0
0.321357215,0.421920754,1.613711269,0.453534302,-0.244156635,0.964087168,1.189470489,-1.227607815,0.59740007,0.701172742,0
-0.297563503,1.375706813,-0.150055587,0.125576453,-0.173071824,0.015579048,-1.096275087,-1.440050883,1.594505063,-0.846961348,0
-0.991392349,-2.153390114,-0.638961748,-1.323089793,1.64201516,1.009817089,-0.688150345,2.252435805,0.981765487,-0.324831384,0
-2.499405715,2.290942573,-1.389572467,-1.645398747,1.022570432,2.439752406,1.384272819,0.56390912,0.594754342,0.853415559,0
0.75892859,0.281191424,0.104201104,-0.062593128,-0.753964589,-0.280675077,-1.692956814,-0.098339627,-0.988591107,-1.103589317,1
0.179894151,1.392002286,0.918316606,-1.570500604,-0.989628137,0.940771188,-0.982487394,-0.22463315,0.550052099,-0.968344455,1
0.105375506,-1.334025495,-0.601367644,0.319781934,-1.592993734,0.440474738,-0.019637799,0.552489954,0.223914134,1.36414043,0
0.125224503,-0.429405541,0.122297503,0.543298029,0.04886007,0.040591691,-0.701991688,-0.662900918,-1.402605272,1.749576743,1
-1.243863235,-0.692905198,-0.718407266,0.894924377,-0.294949678,1.247742073,-0.673490624,0.278994162,-0.835347053,2.145149128,1
-1.187598419,0.30982071,0.633776881,0.413799097,-0.185287659,-0.1298207,0.043811472,-0.147002002,0.963879117,2.210523002,1
-0.557491785,-1.36980298,-0.088282048,2.579709338,-0.803674568,1.639116805,1.677700814,-0.553588242,0.568983079,1.628396623,1
-0.379127741,-0.20358036,-0.581680914,-1.014756731,-0.649277545,-1.223940267,0.034083468,-0.769973231,0.233785912,-1.555895646,0
0.330880232,0.833528962,-1.993735643,0.37405657,1.227668992,-1.209641019,1.672572387,0.419019009,-0.705011856,-0.055769078,1
0.558326913,0.076005391,0.538755992,-0.920673593,0.169360824,-1.413714497,-0.111226061,-0.903907641,-0.735529943,1.236093175,0
1.091310121,0.609138121,-1.092312765,-0.31640845,1.2130977,0.141716914,2.31932954,0.393317839,0.192049116,-0.309116464,0
0.133540905,-0.152469836,0.708108677,0.956702317,-0.785989461,-1.331232954,-1.836205373,0.507991327,-1.103366606,-2.152890593,1
0.388578605,2.492999517,-0.006070912,0.838490774,0.081829359,-0.098889653,0.919076483,-0.290274544,0.267392314,0.321697806,0
-0.668090454,0.99204235,-0.174959757,-0.755745159,0.536509844,-0.898467982,0.028181157,-0.009118997,1.085895566,0.474698233,1
-0.025026959,0.817766299,1.390207549,0.557810306,0.01035262,-1.311836232,-1.065113663,-0.305224704,-0.609512202,-0.186971303,0
0.056649925,0.529692754,-0.070498778,0.486501644,0.064474415,-1.975466566,-0.939335394,-0.144087556,-1.209694743,0.59992873,0
1.530750832,1.218761852,-0.213442871,1.490726137,0.148667457,-0.337085971,-0.613402664,-0.302469686,-0.388176819,0.170416222,1
0.160573981,0.00304602,0.43693817,1.190646275,0.949554135,-1.484897968,-2.553921135,0.934319911,-1.366878698,-0.224765402,1
-1.170113026,-1.801980438,0.541462728,0.75915516,-0.576510401,-2.591042292,-0.546244448,0.391804005,-1.478911569,0.18335992,0
-0.015309849,0.5792915,0.119580368,-0.973068941,1.196571502,-0.158529573,-0.02730454,-0.933267959,-0.443282251,-0.884802714,1
-0.17294606,1.71170848,-1.371901143,-1.613561398,1.471170327,-0.209323677,-0.669072739,1.039904687,-0.60561554,1.826009714,0
0.677925871,-0.487911408,2.157308213,-0.605714923,0.742095372,0.29929258,1.301741289,1.561511197,0.032004149,-0.75341787,1
0.459972143,-0.67771537,2.013387248,0.136535331,-0.365321551,0.184680306,-1.34712629,-0.971614039,1.200413908,-0.656894279,0
-1.046910983,0.536652753,1.185704155,0.718953311,0.996047686,-0.756795089,-1.421810667,1.501333652,-0.322679839,-0.250833016,0
1.328194142,0.556230009,0.455887772,2.165002345,-0.64351823,0.927840128,0.057013125,0.268592279,1.528468426,0.507835756,0
0.538296079,1.072507337,-0.36495273,-0.839209667,-1.044809194,-1.966356589,2.05620713,-1.103208366,-0.221253624,-0.2768133,0
0.307406698,0.815737213,0.860473488,-0.583077439,-0.167121714,0.28257995,-0.248691126,1.607345576,0.490974952,0.734877786,0
0.662881269,1.173473857,0.181021559,-1.296831948,0.399687952,-0.651356894,-0.528616682,0.586364019,1.238283071,0.021271577,1
0.308833013,1.702214945,0.240753179,2.601683114,0.565509646,-1.760762759,0.753341621,0.381158385,1.289752754,0.673181351,0
-0.138455984,-1.224298236,-0.209023257,-0.850520454,-0.58052345,0.588578404,1.669904504,0.39467153,-1.195883062,0.444602668,1
1.196631487,-0.609782904,-0.134017167,0.014688195,-0.784898313,0.648280434,-0.120948149,0.419532444,-0.887492178,-0.4374583,1
0.722381358,-0.372833152,1.726963851,-0.399636186,0.224684726,0.932590832,-1.418365733,-1.760808812,-1.525656315,1.262584103,0
-0.551858146,2.558199286,-0.564247599,0.184551303,1.542109953,2.006092888,2.061503577,1.208366231,1.024062526,0.592526949,0
0.778361076,-0.551185716,-0.818198883,-0.003374457,-0.170184623,-0.453228049,0.696387447,0.955305209,0.088406886,1.477530081,1
-1.141689114,-0.193659459,-0.716822321,-1.866536617,-0.082680686,-0.121747508,1.513449743,0.630811685,-1.024186824,1.854092566,0
1.221033696,0.582097703,-0.226484099,-0.959439237,-0.372206776,1.08874862,1.884586306,1.543243528,-0.488849422,-1.119617433,0
0.140886247,-1.768439366,0.323167714,-0.147602586,-0.466036502,-1.594703067,0.513600107,-0.53270084,-1.169916836,-2.872262213,1
-0.027514905,1.772251597,1.661259215,-0.457096257,-0.60221206,0.468774256,-0.998385439,0.3017919,0.766080278,1.226933224,1
-0.100154076,-0.20367375,-0.877982587,-0.826880354,-0.226478892,0.367365507,0.913584626,-0.803178951,1.492688569,-0.271123601,1
-0.021367294,-0.747211679,-2.42424026,0.884045396,0.736843897,-0.281327557,0.066990717,0.515939218,-1.562545857,-0.529052677,1
0.79426468,-1.254289423,0.293557932,-1.356581805,0.466429982,-0.035641482,-1.615131816,1.164739354,-0.734591577,-0.810252437,1
0.200569197,1.148637349,-1.015821819,0.06167985,0.4288165,0.693105607,0.176441555,-0.367027839,-0.827590221,0.086143883,1
-1.072139012,-2.921350483,0.436559804,0.903934841,-2.362932436,-1.009730705,0.619154261,2.05749547,0.020793708,-0.728002941,0
-0.182896441,1.374876419,-0.645964179,-0.799192007,-0.482743522,-0.953328608,0.122670316,1.624678458,0.323079273,-0.252353502,1
-0.291811269,-1.563190809,0.883109777,-0.077837197,-0.180479914,3.193107568,0.298752908,-0.75179105,-0.426357596,1.148445709,1
0.113270411,-1.438277978,0.919228935,-0.668144086,1.873297776,1.080048066,-0.447321896,1.281016362,0.067855511,0.852773675,0
0.484732817,-0.846356655,-0.643549832,1.029960818,-0.334775332,-0.403648463,-0.955122579,0.423599066,2.062524919,-1.067532914,0
0.024219457,1.412220555,-0.079641391,0.452371796,-1.062393528,0.428307097,-0.187144265,0.985729996,1.187386052,2.589563642,0
0.579633173,0.325796317,0.194384302,-0.353166293,0.338483843,-0.29540141,0.168460976,1.317597536,-1.006542565,1.139878561,0
1.317115067,-0.118068527,-2.121854899,-0.607821987,1.296994547,-0.022868062,-0.999302232,-0.504774921,0.840620027,0.546733568,0
-0.238932099,-0.366824412,-0.391758149,-0.922410184,1.615375689,-0.322320469,1.217158521,1.521316052,0.998310898,-0.431620313,0
0.40373009,-0.024195606,-0.903701861,0.324359282,-1.179039791,1.187679388,-0.464617297,0.201159656,0.283287872,-0.258904974,1
0.586693801,-0.474903657,0.871297297,-1.34597968,0.12637958,1.938928999,-1.000331325,-0.677744971,0.51390785,0.179581782,0
0.350630099,0.48918713,0.634721469,1.109699842,0.409818657,-0.241257655,0.672573701,1.899881935,-0.132633746,-0.974529305,0
1.107080669,-0.120381164,-2.172669546,0.847421677,-0.535328186,-0.090533282,0.331980331,0.19049968,0.709451817,-0.435486371,0
0.513105798,-0.259546678,0.738810481,0.615367484,-0.935438702,1.085982116,-0.535963445,0.808057798,0.367287313,1.838183677,0
-0.223465982,-0.349316796,-0.019419606,-0.303179783,0.799941902,-1.616310608,-1.053682419,-1.067802922,0.950307592,1.710613373,1
-0.104449219,-0.168821723,0.070052163,1.161878303,-0.927353134,0.238368983,0.97519763,0.50109417,0.189581617,1.001046093,0
-2.703232293,0.67787532,-0.654075683,-1.830632897,0.5112026,1.373658545,-0.137448515,0.952874547,1.612278258,1.314914454,0
1.639964529,0.742127491,0.075433639,-1.601965812,-0.246062488,-0.843246595,2.170942717,-0.175885812,0.123204807,0.551485376,1
0.043602446,1.69505104,-0.622649362,0.194607455,-0.742470586,-1.320022511,-0.611769091,-0.037036797,-0.429302225,-0.69242098,1
-1.406317464,-0.083105573,-1.504720374,0.760055964,0.082439753,-1.457551499,-0.309209077,-0.752156406,0.31917451,1.340450446,1
-1.87517247,0.115026079,-0.160132796,0.671340076,0.213196628,-0.751969332,-0.319053936,-0.796025857,1.076007139,0.021311649,0
1.901190686,-0.060660814,-0.708406767,-1.513714393,-1.803139676,-1.584135943,0.267126651,0.508725023,-1.581190702,0.895038314,1
-0.483061052,0.146793012,1.612220628,0.896839316,-0.268530648,-0.891192225,-2.151815401,-0.719153319,-0.211130239,-0.987179527,1
-0.131256967,0.076851883,-0.224855982,-0.650002581,0.168654672,0.44194065,-1.090399077,1.41093238,-0.098588132,0.018849623,1
0.708214423,0.233216131,0.953136634,0.287124165,-0.612437375,0.361503525,-1.143726207,0.108559706,-0.033229991,-0.208116857,0
-0.128537511,-1.881849045,-0.548724908,0.092844901,0.159856392,-1.027675141,1.265707841,-0.866174848,0.969457201,0.427194362,0
-0.64622731,1.775310893,-1.193636832,0.919154174,1.000582318,-0.670620209,1.3924653,-0.250046515,0.288693629,0.260321839,1
-0.134308741,0.810808273,0.793488721,-1.748531973,1.304340243,-1.662491988,1.032546204,1.126705137,-1.09096643,-0.410814288,0
-1.105704668,-0.21492103,-0.308034284,0.779660532,1.310308746,1.395683811,-0.562168027,-0.209221874,-1.683438192,-0.805870066,0
0.964851633,1.615582824,-1.234348872,-0.592464259,-0.026405757,0.280161159,-0.80960352,0.424061044,-0.473839347,-0.014452271,0
0.546284248,0.00642227,-0.436385891,-0.109609804,-0.088362959,-0.37001103,-0.258796063,1.598647171,0.560919448,-0.295480318,0
0.696954405,-0.33381949,1.173124638,0.369642192,-0.107302144,0.447716926,-1.570876152,-1.126767469,-1.193925006,0.142943095,0
1.732514999,2.231300146,0.638051101,0.500844475,-1.801057734,-0.5426738,-0.787783752,-0.620847598,-0.168143819,-0.472090578,1
-1.97929981,0.747910256,-1.072743026,0.239246864,2.07408267,-0.919384592,-2.530287523,-0.286004222,1.100959635,1.958347454,1
-1.229549594,0.496699223,-0.465310457,-0.105948354,2.644343347,-1.502970328,0.253739661,0.467693172,1.085786325,0.097983153,1
0.30805054,-0.391648567,0.269126941,-0.343192275,0.62157189,-0.369610336,0.377100394,-0.029262814,1.126050251,-0.051393724,1
-1.773032468,1.261921501,-0.905732301,-0.653766339,-0.595661294,1.374438093,-2.135674214,3.137748534,1.056056809,0.223238914,0
-0.054894001,0.285554075,0.521122428,0.645215586,0.555604466,0.089580681,-0.19733842,-0.151273284,-0.19490828,1.133770097,1
0.593556722,-2.940388635,0.655900777,0.194736195,-0.018708756,-0.388518453,1.12411272,0.947526462,-0.772877668,0.407052287,1
-0.971656735,-1.379618165,-0.626717225,0.862393472,0.953125045,0.51308542,0.725095787,0.516178287,-0.641481595,0.431922545,0
0.800409525,0.75429133,1.188913371,0.708303847,0.351448208,1.070150238,-0.026521259,-0.881874651,-0.163066964,-0.744902645,0
-0.675178275,-0.144518671,-0.792419921,-0.30796153,-1.893614667,0.213293707,0.001205475,-0.817088631,0.659245668,0.937570138,0
-1.607559864,-0.762724779,-0.76914235,-0.939903101,0.829474842,-0.193826139,-0.264514841,-2.003862364,0.63541803,-1.239258395,0
0.05993263,0.277376938,1.360658596,-1.308820399,-3.019512156,0.183849545,1.800511182,1.238946353,0.209659415,-0.491636186,1
0.807122597,-0.9735462,0.476357769,0.505470159,1.060209907,2.759660039,0.392415967,-0.508963626,-0.025574312,-1.769075905,0
-0.694713131,-0.409282438,-0.524088398,0.152354872,-0.822419932,1.121030667,0.000207065,-0.009300321,-0.327894717,0.155190684,0
0.825098265,-0.867130216,-0.658116489,-0.303726029,-1.345870923,-0.81925786,-0.476220874,0.874389181,0.262561329,0.193589911,0
0.850897962,-0.137371788,0.39046485,-0.103221753,0.265362349,-0.582758658,-2.438817158,-0.134279162,1.422748136,0.926215402,0
